transaction_id,store_id,product_id,transaction_date,quantity_sold,unit_price,discount_pct,gross_sales,discount_amt,net_sales,year,month,month_name,day_of_week,quarter
110,5,128,2024-11-27,6,177.81,0.15,1066.8600000000001,1.6002900000000002,1065.25971,2024,11,November,Wednesday,4
111,10,41,2024-02-03,11,157.72,0.05,1734.92,0.8674600000000001,1734.0525400000001,2024,2,February,Saturday,1
112,6,98,2024-12-17,2,93.24,0.15,186.48,0.27971999999999997,186.20028,2024,12,December,Tuesday,4
113,3,109,2024-05-19,6,204.21,0.0,1225.26,0.0,1225.26,2024,5,May,Sunday,2
114,5,129,2024-08-19,3,151.03,0.05,453.09000000000003,0.22654500000000002,452.86345500000004,2024,8,August,Monday,3
115,8,116,2024-07-20,3,182.63,0.05,547.89,0.273945,547.616055,2024,7,July,Saturday,3
116,1,65,2024-09-06,5,65.09,0.0,325.45000000000005,0.0,325.45000000000005,2024,9,September,Friday,3
117,4,131,2024-10-03,9,141.63,0.15,1274.67,1.912005,1272.7579950000002,2024,10,October,Thursday,4
118,7,95,2024-05-16,2,244.81,0.1,489.62,0.48962000000000006,489.13038,2024,5,May,Thursday,2
119,10,159,2024-07-13,9,51.69,0.0,465.21,0.0,465.21,2024,7,July,Saturday,3
120,2,5,2024-11-29,10,152.79,0.0,1527.8999999999999,0.0,1527.8999999999999,2024,11,November,Friday,4
121,9,30,2024-04-03,2,212.07,0.0,424.14,0.0,424.14,2024,4,April,Wednesday,2
122,3,38,2024-01-15,6,27.57,0.0,165.42000000000002,0.0,165.42000000000002,2024,1,January,Monday,1
123,10,75,2024-03-04,9,29.49,0.15,265.40999999999997,0.39811499999999994,265.01188499999995,2024,3,March,Monday,1
124,7,25,2024-04-29,3,179.28,0.05,537.84,0.26892000000000005,537.57108,2024,4,April,Monday,2
125,3,61,2024-04-06,9,24.26,0.0,218.34,0.0,218.34,2024,4,April,Saturday,2
126,1,48,2024-04-02,11,43.06,0.0,473.66,0.0,473.66,2024,4,April,Tuesday,2
127,7,162,2024-03-21,2,125.27,0.05,250.54,0.12527000000000002,250.41473,2024,3,March,Thursday,1
128,1,11,2024-04-27,9,117.42,0.15,1056.78,1.58517,1055.19483,2024,4,April,Saturday,2
129,9,50,2024-08-21,1,168.2,0.05,168.2,0.08410000000000001,168.11589999999998,2024,8,August,Wednesday,3
130,10,78,2024-11-02,4,125.42,0.05,501.68,0.25084,501.42916,2024,11,November,Saturday,4
131,8,91,2024-09-09,12,146.33,0.15,1755.96,2.63394,1753.32606,2024,9,September,Monday,3
132,2,6,2024-01-14,10,18.62,0.25,186.20000000000002,0.4655,185.73450000000003,2024,1,January,Sunday,1
133,7,78,2024-04-15,9,125.42,0.25,1128.78,2.8219499999999997,1125.95805,2024,4,April,Monday,2
134,9,159,2024-08-17,3,51.69,0.0,155.07,0.0,155.07,2024,8,August,Saturday,3
135,1,83,2024-11-19,7,48.4,0.0,338.8,0.0,338.8,2024,11,November,Tuesday,4
136,7,86,2024-08-05,7,125.76,0.15,880.32,1.32048,878.9995200000001,2024,8,August,Monday,3
137,4,52,2024-12-13,10,158.1,0.0,1581.0,0.0,1581.0,2024,12,December,Friday,4
138,1,83,2024-12-22,3,48.4,0.0,145.2,0.0,145.2,2024,12,December,Sunday,4
139,7,86,2024-12-01,12,125.76,0.15,1509.1200000000001,2.2636800000000004,1506.85632,2024,12,December,Sunday,4
140,1,4,2024-11-18,6,167.47,0.0,1004.8199999999999,0.0,1004.8199999999999,2024,11,November,Monday,4
141,4,148,2024-12-13,7,126.73,0.0,887.11,0.0,887.11,2024,12,December,Friday,4
142,7,5,2024-10-09,5,152.79,0.0,763.9499999999999,0.0,763.9499999999999,2024,10,October,Wednesday,4
143,6,76,2024-12-12,7,150.97,0.1,1056.79,1.0567900000000001,1055.7332099999999,2024,12,December,Thursday,4
144,9,94,2024-09-14,11,179.27,0.05,1971.97,0.985985,1970.984015,2024,9,September,Saturday,3
145,8,132,2024-12-23,9,133.08,0.1,1197.72,1.1977200000000001,1196.5222800000001,2024,12,December,Monday,4
146,8,34,2024-12-03,6,99.91,0.0,599.46,0.0,599.46,2024,12,December,Tuesday,4
147,10,126,2024-11-20,6,28.64,0.25,171.84,0.4296,171.4104,2024,11,November,Wednesday,4
148,2,105,2024-04-10,2,136.88,0.0,273.76,0.0,273.76,2024,4,April,Wednesday,2
149,10,85,2024-06-19,2,88.45,0.0,176.9,0.0,176.9,2024,6,June,Wednesday,2
150,7,4,2024-11-26,6,167.47,0.25,1004.8199999999999,2.51205,1002.3079499999999,2024,11,November,Tuesday,4
151,8,158,2024-12-10,4,81.38,0.0,325.52,0.0,325.52,2024,12,December,Tuesday,4
152,5,137,2024-12-09,7,165.65,0.05,1159.55,0.579775,1158.970225,2024,12,December,Monday,4
153,9,77,2024-08-29,1,68.92,0.15,68.92,0.10337999999999999,68.81662,2024,8,August,Thursday,3
154,10,32,2024-10-19,10,195.25,0.0,1952.5,0.0,1952.5,2024,10,October,Saturday,4
155,8,165,2024-02-19,10,56.11,0.05,561.1,0.28055,560.8194500000001,2024,2,February,Monday,1
156,9,115,2024-01-27,1,212.31,0.1,212.31,0.21231000000000003,212.09769,2024,1,January,Saturday,1
157,9,53,2024-05-04,9,131.05,0.0,1179.45,0.0,1179.45,2024,5,May,Saturday,2
158,5,28,2024-12-13,2,143.98,0.1,287.96,0.28796,287.67204,2024,12,December,Friday,4
159,3,31,2024-12-18,10,110.33,0.0,1103.3,0.0,1103.3,2024,12,December,Wednesday,4
160,3,130,2024-11-22,8,200.9,0.0,1607.2,0.0,1607.2,2024,11,November,Friday,4
161,8,126,2024-05-13,9,28.64,0.25,257.76,0.6444,257.1156,2024,5,May,Monday,2
162,10,111,2024-04-20,5,43.1,0.25,215.5,0.53875,214.96125,2024,4,April,Saturday,2
163,7,83,2024-06-06,9,48.4,0.1,435.59999999999997,0.43560000000000004,435.16439999999994,2024,6,June,Thursday,2
164,4,24,2024-04-03,6,80.42,0.0,482.52,0.0,482.52,2024,4,April,Wednesday,2
165,9,159,2024-03-15,6,51.69,0.05,310.14,0.15506999999999999,309.98492999999996,2024,3,March,Friday,1
166,10,34,2024-07-20,8,99.91,0.15,799.28,1.19892,798.0810799999999,2024,7,July,Saturday,3
167,7,80,2024-01-10,1,210.02,0.0,210.02,0.0,210.02,2024,1,January,Wednesday,1
168,8,158,2024-07-13,10,81.38,0.0,813.8,0.0,813.8,2024,7,July,Saturday,3
169,8,35,2024-03-22,6,8.64,0.05,51.84,0.025920000000000006,51.814080000000004,2024,3,March,Friday,1
170,1,112,2024-10-03,9,58.1,0.05,522.9,0.26145,522.63855,2024,10,October,Thursday,4
171,7,102,2024-09-09,8,25.17,0.1,201.36,0.20136000000000004,201.15864000000002,2024,9,September,Monday,3
172,7,166,2024-12-25,5,44.53,0.1,222.65,0.22265000000000001,222.42735000000002,2024,12,December,Wednesday,4
173,7,143,2024-11-26,2,233.86,0.0,467.72,0.0,467.72,2024,11,November,Tuesday,4
174,8,69,2024-10-11,1,68.64,0.05,68.64,0.03432,68.60568,2024,10,October,Friday,4
175,9,170,2024-04-04,1,8.38,0.0,8.38,0.0,8.38,2024,4,April,Thursday,2
176,9,83,2024-11-02,4,48.4,0.15,193.6,0.2904,193.3096,2024,11,November,Saturday,4
177,4,79,2024-09-09,12,156.97,0.0,1883.6399999999999,0.0,1883.6399999999999,2024,9,September,Monday,3
178,8,1,2024-08-16,9,38.35,0.0,345.15000000000003,0.0,345.15000000000003,2024,8,August,Friday,3
179,9,79,2024-07-21,12,156.97,0.05,1883.6399999999999,0.94182,1882.6981799999999,2024,7,July,Sunday,3
180,3,121,2024-11-17,10,164.69,0.05,1646.9,0.8234500000000001,1646.07655,2024,11,November,Sunday,4
181,2,69,2024-11-08,12,68.64,0.0,823.6800000000001,0.0,823.6800000000001,2024,11,November,Friday,4
182,5,129,2024-04-28,4,151.03,0.05,604.12,0.30206000000000005,603.81794,2024,4,April,Sunday,2
183,10,30,2024-01-12,7,212.07,0.25,1484.49,3.711225,1480.778775,2024,1,January,Friday,1
184,9,89,2024-03-31,6,16.36,0.0,98.16,0.0,98.16,2024,3,March,Sunday,1
185,1,6,2024-10-24,7,18.62,0.0,130.34,0.0,130.34,2024,10,October,Thursday,4
186,1,54,2024-11-03,8,241.98,0.05,1935.84,0.96792,1934.8720799999999,2024,11,November,Sunday,4
187,8,91,2024-11-07,9,146.33,0.05,1316.97,0.658485,1316.311515,2024,11,November,Thursday,4
188,4,37,2024-10-17,4,19.91,0.1,79.64,0.07964,79.56036,2024,10,October,Thursday,4
189,6,9,2024-11-14,3,100.29,0.1,300.87,0.30087,300.56913000000003,2024,11,November,Thursday,4
190,7,144,2024-04-20,3,72.5,0.25,217.5,0.54375,216.95625,2024,4,April,Saturday,2
191,5,125,2024-01-22,5,151.37,0.0,756.85,0.0,756.85,2024,1,January,Monday,1
192,9,148,2024-05-08,9,126.73,0.0,1140.57,0.0,1140.57,2024,5,May,Wednesday,2
193,1,67,2024-02-22,4,107.18,0.1,428.72,0.42872000000000005,428.29128000000003,2024,2,February,Thursday,1
194,8,11,2024-06-14,11,117.42,0.0,1291.6200000000001,0.0,1291.6200000000001,2024,6,June,Friday,2
195,3,100,2024-10-04,11,120.25,0.1,1322.75,1.32275,1321.42725,2024,10,October,Friday,4
196,3,20,2024-06-10,8,150.34,0.15,1202.72,1.80408,1200.91592,2024,6,June,Monday,2
197,4,14,2024-12-23,8,13.97,0.15,111.76,0.16763999999999998,111.59236,2024,12,December,Monday,4
198,10,13,2024-11-21,5,91.64,0.0,458.2,0.0,458.2,2024,11,November,Thursday,4
199,9,68,2024-10-20,10,17.26,0.0,172.60000000000002,0.0,172.60000000000002,2024,10,October,Sunday,4
200,8,60,2024-11-29,1,27.88,0.0,27.88,0.0,27.88,2024,11,November,Friday,4
201,7,119,2024-06-23,9,38.1,0.0,342.90000000000003,0.0,342.90000000000003,2024,6,June,Sunday,2
202,3,9,2024-10-19,10,100.29,0.0,1002.9000000000001,0.0,1002.9000000000001,2024,10,October,Saturday,4
203,5,45,2024-03-13,8,29.94,0.15,239.52,0.35928,239.16072,2024,3,March,Wednesday,1
204,8,123,2024-04-09,6,108.4,0.25,650.4000000000001,1.6260000000000003,648.7740000000001,2024,4,April,Tuesday,2
205,4,109,2024-10-06,5,204.21,0.0,1021.0500000000001,0.0,1021.0500000000001,2024,10,October,Sunday,4
206,1,168,2024-01-09,3,115.57,0.0,346.71,0.0,346.71,2024,1,January,Tuesday,1
207,8,163,2024-06-23,1,102.16,0.1,102.16,0.10216000000000001,102.05784,2024,6,June,Sunday,2
208,5,148,2024-08-29,8,126.73,0.05,1013.84,0.50692,1013.33308,2024,8,August,Thursday,3
209,8,150,2024-03-02,4,89.35,0.0,357.4,0.0,357.4,2024,3,March,Saturday,1
210,9,33,2024-05-08,10,162.49,0.05,1624.9,0.81245,1624.0875500000002,2024,5,May,Wednesday,2
211,1,58,2024-05-26,12,216.14,0.15,2593.68,3.8905199999999995,2589.78948,2024,5,May,Sunday,2
212,5,78,2024-02-06,10,125.42,0.25,1254.2,3.1355,1251.0645,2024,2,February,Tuesday,1
213,9,163,2024-12-29,8,102.16,0.0,817.28,0.0,817.28,2024,12,December,Sunday,4
214,4,91,2024-08-08,1,146.33,0.0,146.33,0.0,146.33,2024,8,August,Thursday,3
215,4,144,2024-05-13,4,72.5,0.05,290.0,0.145,289.855,2024,5,May,Monday,2
216,10,87,2024-04-24,11,211.16,0.25,2322.7599999999998,5.8069,2316.9530999999997,2024,4,April,Wednesday,2
217,4,131,2024-04-21,12,141.63,0.0,1699.56,0.0,1699.56,2024,4,April,Sunday,2
218,4,74,2024-10-26,9,77.0,0.0,693.0,0.0,693.0,2024,10,October,Saturday,4
219,4,67,2024-02-29,5,107.18,0.05,535.9000000000001,0.2679500000000001,535.63205,2024,2,February,Thursday,1
220,10,114,2024-04-17,12,137.91,0.25,1654.92,4.1373,1650.7827,2024,4,April,Wednesday,2
221,9,10,2024-12-18,2,136.82,0.0,273.64,0.0,273.64,2024,12,December,Wednesday,4
222,5,142,2024-11-11,3,36.7,0.05,110.10000000000001,0.05505000000000001,110.04495000000001,2024,11,November,Monday,4
223,9,10,2024-06-30,5,136.82,0.25,684.0999999999999,1.7102499999999998,682.3897499999999,2024,6,June,Sunday,2
224,8,138,2024-09-04,8,98.66,0.0,789.28,0.0,789.28,2024,9,September,Wednesday,3
225,7,160,2024-02-16,10,215.87,0.0,2158.7,0.0,2158.7,2024,2,February,Friday,1
226,9,62,2024-07-05,5,11.77,0.0,58.849999999999994,0.0,58.849999999999994,2024,7,July,Friday,3
227,7,30,2024-12-09,7,212.07,0.0,1484.49,0.0,1484.49,2024,12,December,Monday,4
228,5,16,2024-01-08,9,78.24,0.0,704.16,0.0,704.16,2024,1,January,Monday,1
229,2,106,2024-12-28,10,97.25,0.05,972.5,0.48625,972.01375,2024,12,December,Saturday,4
230,6,132,2024-06-20,3,133.08,0.0,399.24,0.0,399.24,2024,6,June,Thursday,2
231,3,64,2024-05-12,2,54.54,0.0,109.08,0.0,109.08,2024,5,May,Sunday,2
232,2,113,2024-12-21,4,114.72,0.0,458.88,0.0,458.88,2024,12,December,Saturday,4
233,2,11,2024-06-09,9,117.42,0.1,1056.78,1.05678,1055.72322,2024,6,June,Sunday,2
234,3,123,2024-04-04,8,108.4,0.0,867.2,0.0,867.2,2024,4,April,Thursday,2
235,4,8,2024-09-01,5,98.81,0.0,494.05,0.0,494.05,2024,9,September,Sunday,3
236,5,83,2024-04-09,7,48.4,0.0,338.8,0.0,338.8,2024,4,April,Tuesday,2
237,1,23,2024-12-18,12,135.4,0.05,1624.8000000000002,0.8124000000000001,1623.9876000000002,2024,12,December,Wednesday,4
238,3,111,2024-03-16,1,43.1,0.15,43.1,0.06465,43.03535,2024,3,March,Saturday,1
239,8,148,2024-12-01,11,126.73,0.25,1394.03,3.485075,1390.544925,2024,12,December,Sunday,4
240,3,34,2024-12-28,7,99.91,0.0,699.37,0.0,699.37,2024,12,December,Saturday,4
241,3,163,2024-12-10,5,102.16,0.05,510.79999999999995,0.2554,510.54459999999995,2024,12,December,Tuesday,4
242,6,159,2024-07-25,7,51.69,0.0,361.83,0.0,361.83,2024,7,July,Thursday,3
243,7,144,2024-06-14,3,72.5,0.1,217.5,0.2175,217.2825,2024,6,June,Friday,2
244,1,8,2024-01-05,8,98.81,0.0,790.48,0.0,790.48,2024,1,January,Friday,1
245,7,93,2024-01-10,1,187.19,0.1,187.19,0.18719000000000002,187.00281,2024,1,January,Wednesday,1
246,8,104,2024-04-04,10,246.47,0.05,2464.7,1.23235,2463.4676499999996,2024,4,April,Thursday,2
247,1,159,2024-04-03,2,51.69,0.25,103.38,0.25845,103.12155,2024,4,April,Wednesday,2
248,10,104,2024-11-01,4,246.47,0.0,985.88,0.0,985.88,2024,11,November,Friday,4
249,6,107,2024-10-14,1,9.07,0.0,9.07,0.0,9.07,2024,10,October,Monday,4
250,7,144,2024-07-30,1,72.5,0.0,72.5,0.0,72.5,2024,7,July,Tuesday,3
251,8,64,2024-12-21,6,54.54,0.0,327.24,0.0,327.24,2024,12,December,Saturday,4
252,4,137,2024-01-26,11,165.65,0.0,1822.15,0.0,1822.15,2024,1,January,Friday,1
253,5,110,2024-10-20,10,240.3,0.0,2403.0,0.0,2403.0,2024,10,October,Sunday,4
254,2,169,2024-09-18,3,48.02,0.1,144.06,0.14406,143.91594,2024,9,September,Wednesday,3
255,8,25,2024-11-10,9,179.28,0.25,1613.52,4.0338,1609.4862,2024,11,November,Sunday,4
256,9,50,2024-05-20,9,168.2,0.0,1513.8,0.0,1513.8,2024,5,May,Monday,2
257,7,96,2024-10-07,2,169.6,0.15,339.2,0.5087999999999999,338.6912,2024,10,October,Monday,4
258,5,48,2024-12-17,2,43.06,0.0,86.12,0.0,86.12,2024,12,December,Tuesday,4
259,10,104,2024-03-06,7,246.47,0.25,1725.29,4.313225,1720.9767749999999,2024,3,March,Wednesday,1
