store_id,product_id,stock_on_hand,reorder_point
3,22,167,21
3,24,122,27
3,26,274,30
3,27,271,37
3,28,13,28
3,30,157,40
3,31,299,17
3,32,87,19
3,33,57,18
3,34,82,26
3,36,15,16
3,37,21,37
3,38,23,17
3,40,102,32
3,42,196,18
3,43,104,18
3,44,44,39
3,45,147,30
3,46,50,40
3,47,104,24
3,48,216,23
3,49,131,24
3,50,188,25
3,51,257,30
3,53,15,40
3,54,223,31
3,55,177,30
3,56,275,33
3,57,46,33
3,58,87,28
3,59,103,24
3,60,27,15
3,61,48,30
3,62,94,30
3,63,263,23
3,64,81,24
3,65,118,30
3,66,41,30
3,67,287,40
3,68,167,26
3,69,202,38
3,70,12,26
3,71,134,28
3,73,194,35
3,74,235,19
3,75,17,26
3,76,267,19
3,78,283,38
3,79,237,29
3,80,131,33
3,81,171,29
3,82,121,31
3,83,154,39
3,84,79,38
3,85,126,38
3,86,267,26
3,87,167,21
3,88,52,20
3,90,196,19
3,92,152,28
3,93,55,35
3,95,198,29
3,96,204,40
3,97,113,31
3,99,11,19
3,100,207,15
3,101,220,37
3,102,215,22
3,103,298,22
3,104,63,29
3,105,133,35
3,106,214,22
3,107,80,23
3,108,247,29
3,109,209,31
3,110,93,35
3,111,5,27
3,112,54,16
3,113,111,20
3,114,102,31
3,115,294,29
3,116,243,31
3,117,189,31
3,118,233,21
3,120,263,39
3,122,182,35
3,123,140,27
3,124,6,17
3,125,215,35
3,126,180,33
3,127,114,24
3,128,269,22
3,131,84,19
3,133,98,30
3,134,115,19
3,135,211,29
3,137,64,39
3,138,181,40
3,140,192,36
3,141,218,36
3,142,1,40
3,143,143,26
3,144,154,25
3,145,219,34
3,146,185,19
3,149,289,25
3,150,71,31
3,151,298,15
3,152,107,17
3,153,128,34
3,154,73,22
3,155,231,26
3,156,106,27
3,157,85,34
3,159,46,36
3,161,152,21
3,162,109,31
3,163,224,36
3,165,135,28
3,166,71,30
3,167,29,30
3,168,73,37
3,169,255,20
3,170,3,20
4,1,239,37
4,2,151,29
4,3,214,36
4,4,184,35
4,5,10,34
4,6,169,40
4,8,248,39
4,10,212,35
4,11,48,36
4,12,242,39
4,13,107,24
4,14,216,23
4,15,148,24
4,16,252,27
4,17,139,31
4,18,104,35
4,19,60,25
4,20,153,19
4,21,44,40
4,23,283,27
4,24,25,27
4,25,3,16
4,26,243,34
4,27,30,40
4,28,278,34
4,29,75,35
4,30,42,21
4,31,234,35
4,32,51,36
4,33,18,28
4,34,6,26
4,36,158,32
4,37,154,20
4,38,163,15
4,39,296,16
4,40,267,16
4,41,215,33
4,42,207,29
4,43,198,34
4,44,79,30
4,45,280,18
4,46,241,21
4,48,218,15
4,49,62,17
4,50,62,19
4,51,141,38
4,52,230,38
4,53,25,26
4,54,74,38
4,55,150,35
4,56,255,29
4,57,130,16
4,58,5,16
4,59,40,27
4,60,84,30
4,61,161,26
4,63,240,36
4,64,59,26
4,66,213,30
4,67,231,23
4,68,290,25
4,69,31,34
4,71,170,34
4,72,7,19
4,73,158,33
4,74,126,27
4,75,192,34
4,76,119,40
4,77,0,25
4,78,216,20
4,79,21,24
4,80,292,19
4,81,280,36
4,82,255,26
4,83,276,32
4,84,195,21
4,85,119,24
4,86,202,29
4,87,130,33
4,88,197,29
4,89,274,40
4,90,32,22
4,91,266,23
4,93,244,31
4,94,96,21
4,95,92,40
4,96,185,33
4,97,206,39
4,98,76,22
4,99,252,26
4,101,237,40
4,102,161,34
4,103,143,31
4,104,48,16
4,105,289,30
4,106,109,23
4,108,49,29
4,109,67,23
4,110,173,21
4,112,14,16
4,113,189,37
4,114,32,34
4,115,61,37
4,117,289,22
4,118,259,27
4,119,81,26
4,122,19,23
4,124,283,15
4,125,24,23
4,126,247,16
4,127,162,39
4,128,101,36
4,129,225,39
4,130,241,25
4,131,199,18
4,132,194,20
4,133,73,36
4,135,99,40
4,136,112,17
4,140,228,18
4,142,11,35
4,143,173,25
4,144,244,18
4,145,73,25
4,146,29,20
4,147,283,19
4,148,76,23
4,149,126,19
4,150,292,24
4,151,85,23
4,152,162,29
4,154,262,16
4,155,108,32
4,156,146,18
4,157,103,26
4,158,133,22
4,160,148,28
4,162,150,19
4,164,259,25
4,165,226,15
4,166,269,24
4,167,222,16
4,169,292,20
4,170,92,31
5,1,89,21
5,2,44,34
5,3,140,20
5,4,98,33
5,5,5,17
5,6,266,28
5,7,28,31
5,8,171,24
5,9,252,17
5,10,244,19
5,12,95,33
5,13,187,16
5,14,190,33
5,15,2,26
5,16,228,31
5,17,182,37
5,18,164,39
5,19,195,33
5,20,31,24
5,23,262,15
5,24,275,19
5,25,45,22
5,26,85,18
5,27,284,15
5,28,99,23
5,29,295,29
5,30,227,18
5,31,48,37
5,32,139,18
5,33,299,31
5,34,56,18
5,35,70,32
5,36,116,19
5,37,236,38
5,38,9,35
5,39,215,34
5,40,269,16
5,41,26,39
5,42,205,22
5,43,223,33
5,44,164,27
5,45,27,25
5,46,180,22
5,48,5,26
5,49,95,17
5,50,102,31
5,51,115,19
5,52,203,39
5,54,23,40
5,57,136,36
5,58,277,40
5,60,128,18
5,61,222,22
5,63,156,26
5,64,61,16
5,65,263,23
5,66,273,19
5,67,261,19
5,70,140,22
5,71,279,24
5,72,291,22
5,73,103,32
5,74,235,32
5,75,244,30
5,76,15,22
5,77,96,31
5,78,299,27
5,79,180,20
5,81,285,25
5,82,145,21
5,83,11,20
5,84,178,29
5,85,264,27
5,86,181,38
5,87,266,22
5,89,79,28
5,90,180,19
5,91,141,31
5,92,243,23
5,93,65,28
5,95,281,33
5,96,203,33
5,97,143,34
5,98,194,29
5,99,147,38
5,100,180,27
5,101,196,35
5,102,255,27
5,103,94,32
5,104,74,28
5,105,297,22
5,106,169,25
5,108,124,25
5,109,218,15
5,110,131,33
5,112,274,39
5,113,223,31
5,114,220,27
5,115,20,34
5,116,231,15
5,117,268,22
5,118,191,31
5,119,287,33
5,120,96,28
5,121,225,39
5,122,300,25
5,123,47,20
5,124,187,17
5,125,262,20
5,126,150,37
5,127,260,28
5,128,268,24
5,129,106,31
5,131,30,35
5,132,54,26
5,133,21,37
5,134,1,24
5,135,283,15
5,137,50,33
5,138,15,21
5,139,283,33
5,140,272,31
5,142,210,34
5,143,80,31
5,144,54,15
5,145,87,31
5,146,239,34
5,147,31,35
5,148,296,25
5,149,121,26
5,150,16,23
5,151,298,17
5,152,230,34
5,153,27,22
5,155,22,29
5,156,122,22
5,157,81,33
5,159,233,24
5,160,129,30
5,162,199,36
5,163,113,28
5,164,248,15
5,165,124,17
5,166,183,27
5,167,148,27
5,168,58,25
5,169,197,25
5,170,33,18
6,1,179,32
6,2,97,29
6,3,121,28
6,4,12,25
6,5,123,37
6,6,100,23
6,7,65,32
6,8,122,20
6,9,110,38
6,10,297,21
6,11,243,31
6,12,231,36
6,13,133,34
6,15,188,32
6,16,261,21
6,17,62,36
6,18,277,23
6,19,197,15
6,20,290,19
6,21,199,37
6,22,90,39
6,24,55,17
6,25,185,40
6,26,152,21
6,27,159,17
6,28,64,37
6,29,182,27
6,30,237,39
6,31,67,23
6,32,187,36
6,33,179,28
6,34,236,22
6,36,50,20
6,37,138,34
6,38,20,27
6,39,82,28
6,40,155,19
6,41,20,32
6,42,91,33
6,43,291,30
6,44,130,28
6,45,294,26
6,47,146,16
6,49,24,22
6,50,19,40
6,51,176,38
6,53,201,38
6,54,113,23
6,55,178,28
6,56,174,37
6,57,231,31
6,58,105,28
6,59,65,30
6,60,22,37
6,61,286,23
6,62,83,39
6,63,278,23
6,64,30,20
6,65,210,17
6,66,159,19
6,67,249,36
6,68,123,15
6,69,227,19
6,71,153,19
6,73,288,22
6,74,60,32
6,75,86,36
6,76,236,39
6,77,105,18
6,78,6,26
6,79,22,16
6,81,56,37
6,82,57,20
6,83,239,33
6,84,86,32
6,85,5,29
6,87,42,38
6,88,288,23
6,89,250,28
6,90,278,25
6,91,46,35
6,92,128,35
6,93,70,38
6,94,202,19
6,95,95,35
6,96,86,18
6,97,158,38
6,98,194,20
6,99,182,25
6,100,69,32
6,102,129,22
6,103,54,33
6,104,206,16
6,106,255,38
6,107,153,34
6,108,41,19
6,109,83,19
6,110,205,17
6,113,111,38
6,114,16,34
6,116,217,19
6,117,28,31
6,118,173,17
6,119,90,38
6,120,151,15
6,121,288,36
6,122,100,30
6,123,165,31
6,124,273,35
6,128,30,38
6,129,152,33
6,130,188,30
6,131,70,24
6,133,14,21
6,134,229,37
6,135,296,26
6,136,213,26
6,137,289,29
6,138,58,22
6,139,103,32
6,140,113,23
6,141,96,31
6,142,250,22
6,143,115,32
6,144,57,38
6,145,290,17
6,147,225,19
6,149,58,35
6,151,52,29
6,152,200,32
6,153,98,33
6,154,47,19
6,155,29,27
6,156,190,16
6,157,109,29
6,158,69,28
6,160,103,33
6,161,181,20
6,162,174,40
6,163,5,23
6,164,190,31
6,165,182,38
6,166,180,18
6,167,167,40
6,168,17,36
6,169,181,21
6,170,10,33
7,1,10,30
7,2,132,20
7,3,148,36
7,4,73,33
7,6,137,29
7,7,175,19
7,8,247,16
7,9,18,17
7,10,200,30
7,12,229,27
7,13,264,17
7,14,270,21
7,15,67,33
7,16,108,20
7,17,239,25
7,18,198,26
7,19,171,33
7,20,116,15
7,21,23,35
7,22,73,23
7,23,32,31
7,25,293,31
7,26,71,37
7,27,287,39
7,28,102,39
7,29,292,35
7,30,144,40
7,31,72,36
7,32,174,38
7,33,125,26
7,35,171,16
7,36,165,40
7,37,188,22
7,38,178,19
7,39,3,36
7,40,228,27
7,41,154,20
7,42,73,24
7,43,129,38
7,44,174,17
7,46,40,33
7,47,297,26
7,49,219,38
7,51,248,25
7,53,131,32
7,54,84,35
7,55,10,21
7,56,229,21
7,58,256,35
7,59,123,38
7,60,66,34
7,61,37,40
7,62,294,25
7,63,2,21
7,64,7,35
7,65,14,21
7,66,13,35
7,67,172,20
7,68,212,40
7,69,171,39
7,70,204,23
7,73,162,33
7,74,160,16
7,75,168,20
7,76,79,21
7,77,46,26
7,78,216,26
7,79,284,19
7,80,294,25
7,81,132,37
7,82,16,39
7,83,281,37
7,84,142,26
7,85,140,19
7,86,285,30
7,87,185,19
7,89,46,15
7,90,62,16
7,91,104,32
7,92,132,34
7,93,76,20
7,96,270,15
7,97,124,29
7,99,176,40
7,100,108,25
7,101,13,18
7,102,7,17
7,103,205,36
7,105,288,27
7,106,192,36
7,107,114,15
7,108,134,37
7,109,118,26
7,110,217,35
7,111,255,21
7,113,244,39
7,114,69,24
7,115,169,15
7,116,127,20
7,117,231,21
7,118,107,38
7,119,224,20
7,120,71,24
7,121,57,19
7,123,154,19
7,124,180,18
7,125,237,36
7,126,212,25
7,127,203,25
7,129,120,21
7,130,7,16
7,131,118,33
7,132,53,38
7,133,162,17
7,135,249,19
7,136,1,20
7,137,276,19
7,138,279,31
7,140,254,17
7,141,110,22
7,142,139,37
7,143,135,23
7,144,22,21
7,145,208,40
7,146,185,23
7,147,21,35
7,148,144,32
7,149,210,38
7,150,204,28
7,151,214,27
7,153,197,28
7,154,2,22
7,155,130,37
7,156,193,22
7,157,59,17
7,158,17,37
7,159,285,25
7,160,226,32
7,161,233,33
7,162,240,31
7,163,279,27
7,164,193,26
7,165,201,31
7,166,164,17
7,167,278,36
7,168,135,23
7,170,178,31
8,1,292,22
8,3,270,26
8,4,270,20
8,5,122,36
8,6,235,20
8,7,22,25
8,8,219,18
8,9,128,27
8,10,182,36
8,11,266,24
8,12,45,23
8,13,228,37
8,14,244,38
8,15,264,19
8,16,66,26
8,17,121,34
8,18,174,40
8,19,9,32
8,20,292,23
8,21,91,24
8,22,140,25
8,23,135,29
8,24,252,17
8,25,216,40
8,26,190,16
8,27,192,26
8,28,151,28
8,29,131,26
8,30,296,19
8,32,297,26
8,33,104,25
8,35,228,27
8,36,212,30
8,38,13,18
8,39,236,29
8,40,223,28
8,42,33,29
8,43,69,31
8,44,4,36
8,45,102,27
8,46,150,32
8,47,198,39
8,48,46,22
8,49,292,15
8,50,45,39
8,51,232,16
8,52,102,37
8,53,28,32
8,54,213,33
8,55,208,16
8,57,171,21
8,58,3,20
8,60,134,17
8,61,130,36
8,63,261,28
8,64,157,24
8,65,194,40
8,66,276,23
8,67,67,16
8,68,191,29
8,69,298,19
8,70,174,21
8,71,284,36
8,72,160,15
8,73,209,33
8,74,18,23
8,75,224,24
8,76,107,40
8,78,207,38
8,79,104,16
8,80,63,16
8,81,36,34
8,82,7,38
8,83,84,30
8,84,150,40
8,85,81,19
8,86,105,31
8,87,48,21
8,88,25,28
8,89,131,37
8,91,79,16
8,93,81,29
8,94,119,33
8,95,287,38
8,96,132,25
8,97,109,19
8,99,118,27
8,101,79,35
8,102,279,37
8,103,237,19
8,104,220,25
8,105,58,16
8,106,62,36
8,110,148,30
8,111,254,17
8,112,143,24
8,113,276,39
8,114,71,30
8,115,116,33
8,117,51,15
8,118,77,36
8,119,88,25
8,120,246,22
8,121,186,20
8,122,152,40
8,123,286,29
8,124,282,18
8,125,201,29
8,126,20,31
8,127,211,35
8,128,212,33
8,129,39,26
8,130,83,26
8,131,46,25
8,132,245,24
8,133,48,18
8,135,254,23
8,136,60,25
8,137,83,33
8,138,259,23
8,139,101,24
8,140,104,19
8,142,273,31
8,143,48,15
8,144,27,30
8,145,292,21
8,146,117,17
8,147,78,23
8,149,265,18
8,150,61,17
8,151,111,22
8,152,262,37
8,153,125,17
8,154,50,16
8,155,89,24
8,156,236,33
8,158,210,40
8,159,45,40
8,160,261,36
8,161,176,39
8,162,101,22
8,163,34,15
8,164,245,16
8,165,168,17
8,166,32,21
8,168,187,40
8,169,178,33
8,170,252,36
9,1,254,19
9,2,155,16
9,3,84,28
9,4,262,24
9,5,272,35
9,7,129,39
9,8,118,22
9,9,234,32
9,10,252,33
9,12,25,27
9,13,202,40
9,14,175,27
9,15,44,22
9,16,173,36
9,17,218,40
9,18,153,30
9,19,56,40
9,20,210,34
9,21,74,25
9,22,42,26
9,23,238,34
9,24,171,17
9,26,226,28
9,27,123,18
9,28,21,27
9,29,94,27
9,30,77,26
9,31,179,34
9,34,163,31
9,35,96,20
9,36,4,15
9,38,125,29
9,39,128,38
9,40,51,32
9,41,263,36
9,42,129,36
9,43,263,34
9,44,136,24
9,45,192,31
9,46,30,35
9,47,186,37
9,49,60,32
9,50,159,39
9,51,77,38
9,52,234,16
9,54,3,23
9,55,300,33
9,56,200,20
9,57,143,35
9,58,149,39
9,59,215,32
9,61,194,30
9,63,142,25
9,64,294,30
9,65,272,26
9,67,31,20
9,68,266,20
9,69,27,33
9,70,196,39
9,73,158,30
9,74,164,29
9,75,133,26
9,76,197,40
9,78,104,34
9,79,209,35
9,80,161,16
9,81,274,30
9,82,210,39
9,83,200,26
9,84,202,31
9,85,62,23
9,86,6,16
9,87,290,24
9,88,184,23
9,92,211,40
9,93,157,20
9,94,60,39
9,95,174,27
9,96,172,26
9,98,73,32
9,99,211,36
9,101,109,25
9,102,211,17
9,103,293,36
9,104,221,27
9,105,140,40
9,106,67,19
9,107,122,31
9,108,144,16
9,109,195,24
9,110,196,34
9,112,260,23
9,113,114,24
9,114,291,40
9,115,11,37
9,116,62,25
9,117,234,35
9,118,228,23
9,119,228,33
9,120,16,16
9,121,239,18
9,122,150,35
9,125,117,21
9,126,106,24
9,127,295,32
9,128,114,39
9,129,258,23
9,130,32,35
9,131,45,33
9,132,199,31
9,134,28,40
9,135,272,25
9,136,128,17
9,137,294,19
9,138,232,21
9,139,97,18
9,140,144,39
9,141,264,15
9,142,101,40
9,143,100,39
9,144,286,39
9,145,151,38
9,146,11,38
9,147,8,17
9,148,213,15
9,149,275,23
9,150,83,33
9,151,181,24
9,152,89,37
9,153,15,40
9,154,52,25
9,155,78,26
9,156,241,30
9,159,243,19
9,160,270,33
9,161,199,21
9,162,10,21
9,163,265,28
9,164,196,20
9,165,223,19
9,166,56,21
9,167,272,27
9,168,44,29
9,169,104,33
9,170,36,25
10,1,286,29
10,2,105,15
10,3,181,27
10,5,64,21
10,6,292,33
10,8,225,39
10,9,27,30
10,10,122,37
10,11,241,34
10,12,254,34
10,13,122,40
10,15,200,33
10,16,114,35
10,17,19,22
10,18,102,40
10,19,238,16
10,20,112,39
10,21,284,35
10,22,211,23
10,23,239,15
10,24,53,39
10,26,95,19
10,27,83,34
10,28,54,31
10,29,195,15
10,30,15,32
10,31,43,31
10,32,275,17
10,33,279,34
10,34,203,36
10,35,106,15
10,36,259,40
10,37,106,18
10,38,106,36
10,39,56,34
10,41,180,36
10,42,122,18
10,43,140,24
10,44,151,19
10,45,295,25
10,46,3,17
10,47,58,36
10,48,109,31
10,49,208,34
10,50,107,39
10,51,40,15
10,52,15,36
10,53,220,40
10,55,150,29
10,56,68,23
10,57,178,15
10,58,48,20
10,59,242,39
10,60,166,23
10,61,6,28
10,62,174,22
10,63,182,25
10,64,122,25
10,65,272,20
10,66,160,28
10,67,187,17
10,68,234,20
10,69,27,35
10,70,125,28
10,72,45,35
10,73,147,39
10,75,133,28
10,76,90,34
10,77,85,37
10,79,200,22
10,80,14,17
10,81,107,35
10,82,72,35
10,83,34,37
10,84,39,17
10,85,274,15
10,86,38,19
10,87,252,35
10,89,140,39
10,90,51,23
10,91,209,37
10,92,227,38
10,95,165,21
10,96,115,18
10,98,171,23
10,99,97,17
10,101,300,24
10,102,92,16
10,103,49,16
10,104,45,33
10,105,31,17
10,106,137,19
10,108,277,38
10,109,189,40
10,110,189,26
10,111,57,22
10,113,194,39
10,114,99,22
10,115,187,22
10,116,241,23
10,118,193,26
10,119,15,30
10,120,59,18
10,121,251,17
10,122,248,30
10,125,31,18
10,126,136,26
10,127,122,25
10,128,36,31
10,129,110,33
10,130,192,18
10,131,221,31
10,132,267,20
10,133,161,21
10,134,244,23
10,135,235,40
10,136,38,40
10,137,162,18
10,138,184,17
10,139,243,30
10,140,260,15
10,141,263,15
10,142,16,32
10,143,255,36
10,144,186,19
10,145,164,38
10,146,188,36
10,148,116,15
10,149,41,29
10,150,18,24
10,151,71,21
10,152,160,33
10,153,33,27
10,154,84,15
10,155,247,22
10,156,191,31
10,158,108,34
10,160,240,21
10,161,233,23
10,162,164,16
10,163,175,28
10,164,11,33
10,165,82,22
10,166,0,19
10,167,132,34
10,168,287,32
10,169,70,23
10,170,61,23
